HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Stressor1,Input.Response1,Input.Stressor2,Input.Response2,Input.Stressor3,Input.Response3,Answer.rating_1,Answer.rating_2,Answer.rating_3,Approve,Reject
382GHPVPHSRQ6NCUBGP4MD5A01U34H,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,3180JW2OT4CL94GDI853WWOVFCI5JU,A2519LCLPN7Y6I,Approved,Sun May 02 15:50:15 PDT 2021,Sun May 02 15:55:07 PDT 2021,Wed May 05 15:55:07 PDT 2021,Sun May 02 18:47:40 PDT 2021,,,292,100% (19/19),100% (19/19),100% (19/19),I am concerned about COVID-19 uncertainty and my health.,As long as you are following COVID guidelines you will be safe.,I am nervous about making new friends and having a good social life.,"It's okay dear, no worries. It might be useful for you to start participating activities that you're interested in, do no go there because you want new friends, but with the expectation of going to do something you enjoy doing. Also consider to not give yourself too much pressure in having a perfect social life, every person is different, so live day by day.",I am worried about not finding a job or internship for next summer.,"I'm sure you would be able to find one with some searching. Just continue to build up your resume, and apply to as many jobs and internships as possible. I'm sure you'll receive an offer somewhere.",8,9,8,,
382GHPVPHSRQ6NCUBGP4MD5A01U34H,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,37UQDCYH6XV9N3UQNQYJX4DL15K7VW,A13YTGRLTS80MU,Approved,Sun May 02 15:48:41 PDT 2021,Sun May 02 15:49:06 PDT 2021,Wed May 05 15:49:06 PDT 2021,Sun May 02 18:47:41 PDT 2021,,,25,100% (1/1),100% (1/1),100% (1/1),I am concerned about COVID-19 uncertainty and my health.,As long as you are following COVID guidelines you will be safe.,I am nervous about making new friends and having a good social life.,"It's okay dear, no worries. It might be useful for you to start participating activities that you're interested in, do no go there because you want new friends, but with the expectation of going to do something you enjoy doing. Also consider to not give yourself too much pressure in having a perfect social life, every person is different, so live day by day.",I am worried about not finding a job or internship for next summer.,"I'm sure you would be able to find one with some searching. Just continue to build up your resume, and apply to as many jobs and internships as possible. I'm sure you'll receive an offer somewhere.",6,7,5,,
382GHPVPHSRQ6NCUBGP4MD5A01U34H,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,3HL8HNGX451O5PWT28RZTE1581L9FN,A16U186WXJXIWR,Approved,Sun May 02 15:58:59 PDT 2021,Sun May 02 16:01:23 PDT 2021,Wed May 05 16:01:23 PDT 2021,Sun May 02 18:47:41 PDT 2021,,,144,100% (4/4),100% (4/4),100% (4/4),I am concerned about COVID-19 uncertainty and my health.,As long as you are following COVID guidelines you will be safe.,I am nervous about making new friends and having a good social life.,"It's okay dear, no worries. It might be useful for you to start participating activities that you're interested in, do no go there because you want new friends, but with the expectation of going to do something you enjoy doing. Also consider to not give yourself too much pressure in having a perfect social life, every person is different, so live day by day.",I am worried about not finding a job or internship for next summer.,"I'm sure you would be able to find one with some searching. Just continue to build up your resume, and apply to as many jobs and internships as possible. I'm sure you'll receive an offer somewhere.",7,4,7,,
382GHPVPHSRQ6NCUBGP4MD5A01U34H,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,3U5JL4WY5K9485H2L71UIDQWQE1X44,AKSLU0C30G3JT,Approved,Sun May 02 15:49:18 PDT 2021,Sun May 02 15:50:07 PDT 2021,Wed May 05 15:50:07 PDT 2021,Sun May 02 18:47:41 PDT 2021,,,49,100% (6/6),100% (6/6),100% (6/6),I am concerned about COVID-19 uncertainty and my health.,As long as you are following COVID guidelines you will be safe.,I am nervous about making new friends and having a good social life.,"It's okay dear, no worries. It might be useful for you to start participating activities that you're interested in, do no go there because you want new friends, but with the expectation of going to do something you enjoy doing. Also consider to not give yourself too much pressure in having a perfect social life, every person is different, so live day by day.",I am worried about not finding a job or internship for next summer.,"I'm sure you would be able to find one with some searching. Just continue to build up your resume, and apply to as many jobs and internships as possible. I'm sure you'll receive an offer somewhere.",7,10,10,,
382GHPVPHSRQ6NCUBGP4MD5A01U34H,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,3YMTUJH0DSGXRO8IGX0XTA5QDIE4TT,A2JI1AH1YMSBC4,Approved,Sun May 02 15:48:20 PDT 2021,Sun May 02 15:56:56 PDT 2021,Wed May 05 15:56:56 PDT 2021,Sun May 02 18:47:41 PDT 2021,,,516,100% (19/19),100% (19/19),100% (19/19),I am concerned about COVID-19 uncertainty and my health.,As long as you are following COVID guidelines you will be safe.,I am nervous about making new friends and having a good social life.,"It's okay dear, no worries. It might be useful for you to start participating activities that you're interested in, do no go there because you want new friends, but with the expectation of going to do something you enjoy doing. Also consider to not give yourself too much pressure in having a perfect social life, every person is different, so live day by day.",I am worried about not finding a job or internship for next summer.,"I'm sure you would be able to find one with some searching. Just continue to build up your resume, and apply to as many jobs and internships as possible. I'm sure you'll receive an offer somewhere.",8,9,9,,
3ZXNP4Z39RL45EK2JKRBLBJ1RPB7LJ,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,35DR22AR5DKJQ9YYLTWB88YQCE5X3J,A2519LCLPN7Y6I,Approved,Sun May 02 15:49:14 PDT 2021,Sun May 02 15:49:53 PDT 2021,Wed May 05 15:49:53 PDT 2021,Sun May 02 18:47:41 PDT 2021,,,39,100% (19/19),100% (19/19),100% (19/19),I am concerned about COVID-19 uncertainty and my health.,"I am as concerned as you are too but we should continue to practice the healthy safety procedures. Irrespective of the fact that many are taking the vaccine, we need to maintain healthy living and take care of our health",I am nervous about making new friends and having a good social life.,"Just be yourself, those that gravitate towards you will be the ones who become friends. And don't worry about a social life. It will happen, don't force it.",I am worried about not finding a job or internship for next summer.,"I know it's a complicated context to find a job, but don't worry, there's still a lot of time to look! ask for referrals to friends, family, teachers, show your qualities, experience and willingness to learn, surely one of them will be able to indicate good places to work. sign up for job sites and social networks like linkedin trust your potential and don't give up looking, everything helps in the end! you can find it! good luck.",9,8,9,,
3ZXNP4Z39RL45EK2JKRBLBJ1RPB7LJ,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,382M9COHEHFUJ3K0582K7S3J9LFEU0,AWJ3MAVSHICCR,Approved,Sun May 02 15:47:59 PDT 2021,Sun May 02 15:48:19 PDT 2021,Wed May 05 15:48:19 PDT 2021,Sun May 02 18:47:41 PDT 2021,,,20,100% (6/6),100% (6/6),100% (5/5),I am concerned about COVID-19 uncertainty and my health.,"I am as concerned as you are too but we should continue to practice the healthy safety procedures. Irrespective of the fact that many are taking the vaccine, we need to maintain healthy living and take care of our health",I am nervous about making new friends and having a good social life.,"Just be yourself, those that gravitate towards you will be the ones who become friends. And don't worry about a social life. It will happen, don't force it.",I am worried about not finding a job or internship for next summer.,"I know it's a complicated context to find a job, but don't worry, there's still a lot of time to look! ask for referrals to friends, family, teachers, show your qualities, experience and willingness to learn, surely one of them will be able to indicate good places to work. sign up for job sites and social networks like linkedin trust your potential and don't give up looking, everything helps in the end! you can find it! good luck.",7,8,9,,
3ZXNP4Z39RL45EK2JKRBLBJ1RPB7LJ,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,3SKRO2GZ71RHW6LCZ633ULBRILDK1Q,AKSLU0C30G3JT,Approved,Sun May 02 15:50:51 PDT 2021,Sun May 02 15:51:20 PDT 2021,Wed May 05 15:51:20 PDT 2021,Sun May 02 18:47:41 PDT 2021,,,29,100% (6/6),100% (6/6),100% (6/6),I am concerned about COVID-19 uncertainty and my health.,"I am as concerned as you are too but we should continue to practice the healthy safety procedures. Irrespective of the fact that many are taking the vaccine, we need to maintain healthy living and take care of our health",I am nervous about making new friends and having a good social life.,"Just be yourself, those that gravitate towards you will be the ones who become friends. And don't worry about a social life. It will happen, don't force it.",I am worried about not finding a job or internship for next summer.,"I know it's a complicated context to find a job, but don't worry, there's still a lot of time to look! ask for referrals to friends, family, teachers, show your qualities, experience and willingness to learn, surely one of them will be able to indicate good places to work. sign up for job sites and social networks like linkedin trust your potential and don't give up looking, everything helps in the end! you can find it! good luck.",6,7,8,,
3ZXNP4Z39RL45EK2JKRBLBJ1RPB7LJ,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,3VZLGYJEYLAKB25R60RKC935R95ZXJ,A16U186WXJXIWR,Approved,Sun May 02 15:59:02 PDT 2021,Sun May 02 16:02:04 PDT 2021,Wed May 05 16:02:04 PDT 2021,Sun May 02 18:47:42 PDT 2021,,,182,100% (4/4),100% (4/4),100% (4/4),I am concerned about COVID-19 uncertainty and my health.,"I am as concerned as you are too but we should continue to practice the healthy safety procedures. Irrespective of the fact that many are taking the vaccine, we need to maintain healthy living and take care of our health",I am nervous about making new friends and having a good social life.,"Just be yourself, those that gravitate towards you will be the ones who become friends. And don't worry about a social life. It will happen, don't force it.",I am worried about not finding a job or internship for next summer.,"I know it's a complicated context to find a job, but don't worry, there's still a lot of time to look! ask for referrals to friends, family, teachers, show your qualities, experience and willingness to learn, surely one of them will be able to indicate good places to work. sign up for job sites and social networks like linkedin trust your potential and don't give up looking, everything helps in the end! you can find it! good luck.",8,7,8,,
3ZXNP4Z39RL45EK2JKRBLBJ1RPB7LJ,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,3WJ1OXY92AGTVTWBM0ZTFHV3RFPA8L,A2JI1AH1YMSBC4,Approved,Sun May 02 15:49:10 PDT 2021,Sun May 02 15:57:56 PDT 2021,Wed May 05 15:57:56 PDT 2021,Sun May 02 18:47:42 PDT 2021,,,526,100% (19/19),100% (19/19),100% (19/19),I am concerned about COVID-19 uncertainty and my health.,"I am as concerned as you are too but we should continue to practice the healthy safety procedures. Irrespective of the fact that many are taking the vaccine, we need to maintain healthy living and take care of our health",I am nervous about making new friends and having a good social life.,"Just be yourself, those that gravitate towards you will be the ones who become friends. And don't worry about a social life. It will happen, don't force it.",I am worried about not finding a job or internship for next summer.,"I know it's a complicated context to find a job, but don't worry, there's still a lot of time to look! ask for referrals to friends, family, teachers, show your qualities, experience and willingness to learn, surely one of them will be able to indicate good places to work. sign up for job sites and social networks like linkedin trust your potential and don't give up looking, everything helps in the end! you can find it! good luck.",9,9,8,,
3UYRNV2KITZYTSS652ZWC3JL74HN8O,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,36TFCYNS44AYKH5X0ELDC2Z0VJOXHR,A2QOQF90L2WREO,Approved,Sun May 02 15:58:55 PDT 2021,Sun May 02 16:12:27 PDT 2021,Wed May 05 16:12:27 PDT 2021,Sun May 02 18:47:42 PDT 2021,,,812,100% (10/10),100% (10/10),100% (10/10),I am concerned about COVID-19 uncertainty and my health.,"I completely understand that. There are telehealth resources and COVID-19 at home tests that can help make sure you do not have it. Also, make sure you wear your mask, practice social distancing, and only go out when you have to. I believe in you!",I am nervous about making new friends and having a good social life.,"Making new friends is never an easy thing, especially if you are an introvert like me, so I understand. However, it is still possible to have a good social life, you just need to start off talking with at least one or two people and as time goes by you will get use to talking with much more people. One of the main ways to get use to making new friends is to continuously keep on talking with people, I believe that's how one can begin to build and have a good social life. There are some more tips here, if you would like more information on how to build a good social life and make more friends https://headsupguys.org/practical-tips/social-life/.",I am worried about not finding a job or internship for next summer.,"First don't worry about future, Just focus on your present study, grow your network and ask for help , if you need. Make sure you have some edge in your skill, find your weakness and improve in that area. Be open to any offer and accept whatever comes. next summer is still long way to go. Keep your spirit up and keep going. best of luck",8,8,7,,
3UYRNV2KITZYTSS652ZWC3JL74HN8O,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,3IO1LGZLK9XS8RK8WNIHZCTHVWZ86T,A2519LCLPN7Y6I,Approved,Sun May 02 15:49:54 PDT 2021,Sun May 02 15:50:01 PDT 2021,Wed May 05 15:50:01 PDT 2021,Sun May 02 18:47:42 PDT 2021,,,7,100% (19/19),100% (19/19),100% (19/19),I am concerned about COVID-19 uncertainty and my health.,"I completely understand that. There are telehealth resources and COVID-19 at home tests that can help make sure you do not have it. Also, make sure you wear your mask, practice social distancing, and only go out when you have to. I believe in you!",I am nervous about making new friends and having a good social life.,"Making new friends is never an easy thing, especially if you are an introvert like me, so I understand. However, it is still possible to have a good social life, you just need to start off talking with at least one or two people and as time goes by you will get use to talking with much more people. One of the main ways to get use to making new friends is to continuously keep on talking with people, I believe that's how one can begin to build and have a good social life. There are some more tips here, if you would like more information on how to build a good social life and make more friends https://headsupguys.org/practical-tips/social-life/.",I am worried about not finding a job or internship for next summer.,"First don't worry about future, Just focus on your present study, grow your network and ask for help , if you need. Make sure you have some edge in your skill, find your weakness and improve in that area. Be open to any offer and accept whatever comes. next summer is still long way to go. Keep your spirit up and keep going. best of luck",9,7,8,,
3UYRNV2KITZYTSS652ZWC3JL74HN8O,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,3LPW2N6LKT2UNKR7U79H3YX6WSFU5E,A2JI1AH1YMSBC4,Approved,Sun May 02 15:48:11 PDT 2021,Sun May 02 15:54:41 PDT 2021,Wed May 05 15:54:41 PDT 2021,Sun May 02 18:47:42 PDT 2021,,,390,100% (19/19),100% (19/19),100% (19/19),I am concerned about COVID-19 uncertainty and my health.,"I completely understand that. There are telehealth resources and COVID-19 at home tests that can help make sure you do not have it. Also, make sure you wear your mask, practice social distancing, and only go out when you have to. I believe in you!",I am nervous about making new friends and having a good social life.,"Making new friends is never an easy thing, especially if you are an introvert like me, so I understand. However, it is still possible to have a good social life, you just need to start off talking with at least one or two people and as time goes by you will get use to talking with much more people. One of the main ways to get use to making new friends is to continuously keep on talking with people, I believe that's how one can begin to build and have a good social life. There are some more tips here, if you would like more information on how to build a good social life and make more friends https://headsupguys.org/practical-tips/social-life/.",I am worried about not finding a job or internship for next summer.,"First don't worry about future, Just focus on your present study, grow your network and ask for help , if you need. Make sure you have some edge in your skill, find your weakness and improve in that area. Be open to any offer and accept whatever comes. next summer is still long way to go. Keep your spirit up and keep going. best of luck",9,9,8,,
3UYRNV2KITZYTSS652ZWC3JL74HN8O,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,3UJ1CZ6IZHPE87Z352EHOXFIBVV5SA,A1Z3GFH6MNSU46,Approved,Sun May 02 15:50:44 PDT 2021,Sun May 02 16:00:18 PDT 2021,Wed May 05 16:00:18 PDT 2021,Sun May 02 18:47:42 PDT 2021,,,574,100% (14/14),100% (14/14),100% (14/14),I am concerned about COVID-19 uncertainty and my health.,"I completely understand that. There are telehealth resources and COVID-19 at home tests that can help make sure you do not have it. Also, make sure you wear your mask, practice social distancing, and only go out when you have to. I believe in you!",I am nervous about making new friends and having a good social life.,"Making new friends is never an easy thing, especially if you are an introvert like me, so I understand. However, it is still possible to have a good social life, you just need to start off talking with at least one or two people and as time goes by you will get use to talking with much more people. One of the main ways to get use to making new friends is to continuously keep on talking with people, I believe that's how one can begin to build and have a good social life. There are some more tips here, if you would like more information on how to build a good social life and make more friends https://headsupguys.org/practical-tips/social-life/.",I am worried about not finding a job or internship for next summer.,"First don't worry about future, Just focus on your present study, grow your network and ask for help , if you need. Make sure you have some edge in your skill, find your weakness and improve in that area. Be open to any offer and accept whatever comes. next summer is still long way to go. Keep your spirit up and keep going. best of luck",9,9,9,,
3UYRNV2KITZYTSS652ZWC3JL74HN8O,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,3WQQ9FUS6AUYE313SEZPASF99XA8BE,A3NFGEUZAH9V5G,Approved,Sun May 02 15:50:16 PDT 2021,Sun May 02 15:50:31 PDT 2021,Wed May 05 15:50:31 PDT 2021,Sun May 02 18:47:42 PDT 2021,,,15,100% (12/12),100% (12/12),100% (12/12),I am concerned about COVID-19 uncertainty and my health.,"I completely understand that. There are telehealth resources and COVID-19 at home tests that can help make sure you do not have it. Also, make sure you wear your mask, practice social distancing, and only go out when you have to. I believe in you!",I am nervous about making new friends and having a good social life.,"Making new friends is never an easy thing, especially if you are an introvert like me, so I understand. However, it is still possible to have a good social life, you just need to start off talking with at least one or two people and as time goes by you will get use to talking with much more people. One of the main ways to get use to making new friends is to continuously keep on talking with people, I believe that's how one can begin to build and have a good social life. There are some more tips here, if you would like more information on how to build a good social life and make more friends https://headsupguys.org/practical-tips/social-life/.",I am worried about not finding a job or internship for next summer.,"First don't worry about future, Just focus on your present study, grow your network and ask for help , if you need. Make sure you have some edge in your skill, find your weakness and improve in that area. Be open to any offer and accept whatever comes. next summer is still long way to go. Keep your spirit up and keep going. best of luck",6,6,8,,
3G5RUKN2EC3Y7XBGAU5ACZEWRAZN9D,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,5,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,33NF62TLXJ2ORN1GPV99YL7DC3IJK0,A1C7YB2GB9T6US,Approved,Sun May 02 16:49:22 PDT 2021,Sun May 02 16:52:36 PDT 2021,Wed May 05 16:52:36 PDT 2021,Sun May 02 18:47:42 PDT 2021,,,194,100% (6/6),100% (6/6),100% (6/6),I am concerned about COVID-19 uncertainty and my health.,"It's normal to feel this way in this period. Try to take all the precautions to keep yourself safe, use masks, wash your hands frequently, keep a distance of 2 meters and avoid going out when it's not necessary. But remember to keep your mental health also in consideration by talking to your dear ones frequently and also by taking care of yourself and having a routine.",I am nervous about making new friends and having a good social life.,"So are they, there are many nervous people like me when it comes to meeting someone for the first time. When you get to the point of being more comfortable after just a few hangouts you'll know it was completely worth it. Just keep it short and simple just ask them to meet for a quick coffee and talk about regular normal daily activities.",I am worried about not finding a job or internship for next summer.,Do not worry first and wait until you complete the study or course. When you finish the course definetly you will get good job. I am sure about because you study well and you practised good. Think always possitively so you feel good and you will be awarded as much your hard work.,5,4,8,,
3G5RUKN2EC3Y7XBGAU5ACZEWRAZN9D,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,5,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,3BXQMRHWKZYSVRCDM6Q3K08SIN5UM4,A2519LCLPN7Y6I,Approved,Sun May 02 15:49:33 PDT 2021,Sun May 02 15:51:09 PDT 2021,Wed May 05 15:51:09 PDT 2021,Sun May 02 18:47:43 PDT 2021,,,96,100% (19/19),100% (19/19),100% (19/19),I am concerned about COVID-19 uncertainty and my health.,"It's normal to feel this way in this period. Try to take all the precautions to keep yourself safe, use masks, wash your hands frequently, keep a distance of 2 meters and avoid going out when it's not necessary. But remember to keep your mental health also in consideration by talking to your dear ones frequently and also by taking care of yourself and having a routine.",I am nervous about making new friends and having a good social life.,"So are they, there are many nervous people like me when it comes to meeting someone for the first time. When you get to the point of being more comfortable after just a few hangouts you'll know it was completely worth it. Just keep it short and simple just ask them to meet for a quick coffee and talk about regular normal daily activities.",I am worried about not finding a job or internship for next summer.,Do not worry first and wait until you complete the study or course. When you finish the course definetly you will get good job. I am sure about because you study well and you practised good. Think always possitively so you feel good and you will be awarded as much your hard work.,9,7,9,,
3G5RUKN2EC3Y7XBGAU5ACZEWRAZN9D,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,5,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,3DHE4R9OCWBJJ57PSJI21CT33AA2GM,A3NFGEUZAH9V5G,Approved,Sun May 02 15:48:31 PDT 2021,Sun May 02 15:48:41 PDT 2021,Wed May 05 15:48:41 PDT 2021,Sun May 02 18:47:43 PDT 2021,,,10,100% (12/12),100% (12/12),100% (12/12),I am concerned about COVID-19 uncertainty and my health.,"It's normal to feel this way in this period. Try to take all the precautions to keep yourself safe, use masks, wash your hands frequently, keep a distance of 2 meters and avoid going out when it's not necessary. But remember to keep your mental health also in consideration by talking to your dear ones frequently and also by taking care of yourself and having a routine.",I am nervous about making new friends and having a good social life.,"So are they, there are many nervous people like me when it comes to meeting someone for the first time. When you get to the point of being more comfortable after just a few hangouts you'll know it was completely worth it. Just keep it short and simple just ask them to meet for a quick coffee and talk about regular normal daily activities.",I am worried about not finding a job or internship for next summer.,Do not worry first and wait until you complete the study or course. When you finish the course definetly you will get good job. I am sure about because you study well and you practised good. Think always possitively so you feel good and you will be awarded as much your hard work.,6,5,6,,
3G5RUKN2EC3Y7XBGAU5ACZEWRAZN9D,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,5,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,3PPTZCWALQK0254FKMWSI17CU6HZQL,A2JI1AH1YMSBC4,Approved,Sun May 02 15:48:16 PDT 2021,Sun May 02 15:55:42 PDT 2021,Wed May 05 15:55:42 PDT 2021,Sun May 02 18:47:43 PDT 2021,,,446,100% (19/19),100% (19/19),100% (19/19),I am concerned about COVID-19 uncertainty and my health.,"It's normal to feel this way in this period. Try to take all the precautions to keep yourself safe, use masks, wash your hands frequently, keep a distance of 2 meters and avoid going out when it's not necessary. But remember to keep your mental health also in consideration by talking to your dear ones frequently and also by taking care of yourself and having a routine.",I am nervous about making new friends and having a good social life.,"So are they, there are many nervous people like me when it comes to meeting someone for the first time. When you get to the point of being more comfortable after just a few hangouts you'll know it was completely worth it. Just keep it short and simple just ask them to meet for a quick coffee and talk about regular normal daily activities.",I am worried about not finding a job or internship for next summer.,Do not worry first and wait until you complete the study or course. When you finish the course definetly you will get good job. I am sure about because you study well and you practised good. Think always possitively so you feel good and you will be awarded as much your hard work.,8,8,8,,
3G5RUKN2EC3Y7XBGAU5ACZEWRAZN9D,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,5,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,3RJSC4XJ10UE7YFRW0VXER9ZG3C05I,A2AO8TE83SMIYB,Approved,Sun May 02 15:49:09 PDT 2021,Sun May 02 15:52:20 PDT 2021,Wed May 05 15:52:20 PDT 2021,Sun May 02 18:47:43 PDT 2021,,,191,100% (3/3),100% (3/3),100% (3/3),I am concerned about COVID-19 uncertainty and my health.,"It's normal to feel this way in this period. Try to take all the precautions to keep yourself safe, use masks, wash your hands frequently, keep a distance of 2 meters and avoid going out when it's not necessary. But remember to keep your mental health also in consideration by talking to your dear ones frequently and also by taking care of yourself and having a routine.",I am nervous about making new friends and having a good social life.,"So are they, there are many nervous people like me when it comes to meeting someone for the first time. When you get to the point of being more comfortable after just a few hangouts you'll know it was completely worth it. Just keep it short and simple just ask them to meet for a quick coffee and talk about regular normal daily activities.",I am worried about not finding a job or internship for next summer.,Do not worry first and wait until you complete the study or course. When you finish the course definetly you will get good job. I am sure about because you study well and you practised good. Think always possitively so you feel good and you will be awarded as much your hard work.,8,7,7,,
